InvoiceNo,InvoiceValue,TotalQuantity,NumItems,ValueBin
575941,180.51,93,25,£100-200
575942,312.90999999999997,357,23,£200-500
575943,255.54000000000002,131,52,£200-500
575944,524.9,348,28,£500-1K
575945,305.28000000000003,288,2,£200-500
575946,61.199999999999996,24,1,£50-100
575947,4357.43,574,203,>£1K
575948,107.95,35,4,£100-200
575949,445.56,236,7,£200-500
575950,433.03999999999996,356,24,£200-500
575951,316.44,364,9,£200-500
575952,201.51999999999998,240,60,£200-500
575954,433.0,356,41,£200-500
575955,110.71000000000001,57,24,£100-200
575956,152.19,91,19,£100-200
575957,116.00999999999999,147,32,£100-200
575958,32.17,10,7,<£50
575959,1117.08,700,90,>£1K
575960,154.29,71,35,£100-200
575961,125.48,36,13,£100-200
575964,212.27,69,51,£200-500
575965,342.95,325,28,£200-500
575966,101.18,32,4,£100-200
575967,2.95,1,1,<£50
575968,341.8,92,5,£200-500
575969,228.97,191,28,£200-500
575970,372.68,127,20,£200-500
575971,308.1,138,9,£200-500
575972,444.36,310,106,£200-500
575975,672.99,473,40,£500-1K
575976,183.14,80,16,£100-200
575977,183.81,88,23,£100-200
575978,471.6,138,6,£200-500
575979,175.31,181,11,£100-200
575981,312.24,198,22,£200-500
575982,718.71,407,21,£500-1K
575983,136.74,126,39,£100-200
575984,141.44,68,8,£100-200
575985,515.55,241,84,£500-1K
575986,240.05,121,15,£200-500
575987,29.82,12,2,<£50
575988,108.3,54,6,£100-200
575989,339.18,159,65,£200-500
576014,272.47,149,46,£200-500
576025,121.4,72,21,£100-200
576045,288.3,112,31,£200-500
576050,39.95,1,1,<£50
576052,368.79,195,71,£200-500
576053,586.83,436,83,£500-1K
576054,87.21000000000001,59,51,£50-100
576055,326.82,296,20,£200-500
576056,308.34,158,13,£200-500
576057,219.79,203,43,£200-500
576058,595.02,329,9,£500-1K
576059,367.62,124,44,£200-500
576060,179.67000000000002,68,14,£100-200
576061,228.91,154,17,£200-500
576062,1011.08,924,105,>£1K
576063,330.45,115,11,£200-500
576065,340.40999999999997,237,48,£200-500
576066,189.34,169,59,£100-200
576067,319.06,187,15,£200-500
576068,368.45,193,15,£200-500
576069,164.34,164,27,£100-200
576070,512.76,385,70,£500-1K
576071,254.7,206,88,£200-500
576073,173.44,152,23,£100-200
576074,306.48,168,11,£200-500
576075,487.21,406,93,£200-500
576076,626.0699999999999,1237,131,£500-1K
576077,155.24,182,27,£100-200
576078,581.07,451,96,£500-1K
576079,134.77,69,24,£100-200
576080,49.2,24,3,<£50
576081,310.08,289,24,£200-500
576084,15.0,12,1,<£50
576085,218.72,146,11,£200-500
576086,135.45,51,8,£100-200
576088,1314.94,340,8,>£1K
576089,303.63,99,13,£200-500
576090,3174.3999999999996,1376,9,>£1K
576091,319.3,158,16,£200-500
576092,401.76,420,16,£200-500
576093,303.06,574,25,£200-500
576094,309.47999999999996,316,10,£200-500
576095,396.96,593,22,£200-500
576096,86.0,26,4,£50-100
576097,139.56,92,7,£100-200
576098,537.1,342,27,£500-1K
576099,392.57,405,27,£200-500
576111,78.0,24,1,£50-100
576112,332.66,218,20,£200-500
576121,379.79,344,27,£200-500
576137,1617.56,680,13,>£1K
576147,1324.3,634,33,>£1K
576148,321.48,249,9,£200-500
576172,1355.56,448,15,>£1K
576175,318.12,366,7,£200-500
576176,262.68,173,57,£200-500
576179,3419.64,2244,18,>£1K
576180,1419.5800000000002,946,9,>£1K
576181,545.83,301,42,£500-1K
576182,114.14,140,9,£100-200
576184,93.5,40,5,£50-100
576186,276.3,66,10,£200-500
576187,229.04000000000002,152,19,£200-500
576188,106.56,52,5,£100-200
576189,313.13,247,82,£200-500
576190,137.58,61,19,£100-200
576191,213.61,105,22,£200-500
576196,277.82,400,10,£200-500
576198,98.42,134,9,£50-100
576200,256.76,145,31,£200-500
576201,109.65,46,29,£100-200
576202,915.4000000000001,404,9,£500-1K
576212,703.37,621,73,£500-1K
576213,320.72,618,74,£200-500
576214,59.64,17,16,£50-100
576215,284.12,141,13,£200-500
576217,178.26,53,41,£100-200
576219,3134.96,1600,16,>£1K
576220,1023.42,322,3,>£1K
576221,179.0,100,1,£100-200
576224,161.64,156,7,£100-200
576225,49.5,30,1,<£50
576228,281.43,269,68,£200-500
576236,374.25,189,80,£200-500
576237,65.4,12,2,£50-100
576238,6.24,3,1,<£50
576239,291.5,94,8,£200-500
576246,414.26,292,65,£200-500
576249,390.93,253,77,£200-500
576251,394.38,140,19,£200-500
576252,889.46,774,44,£500-1K
576253,358.0,200,2,£200-500
576254,933.14,886,16,£500-1K
576255,419.72,328,90,£200-500
576256,261.32,110,19,£200-500
576259,407.92,162,18,£200-500
576274,323.04,232,58,£200-500
576275,948.48,504,6,£500-1K
576300,231.8,77,61,£200-500
576301,260.7,213,19,£200-500
576303,355.14,146,53,£200-500
576317,134.16,114,9,£100-200
576318,249.15,124,15,£200-500
576321,289.82,225,55,£200-500
576323,271.95,141,39,£200-500
576326,484.38,524,86,£200-500
576328,493.8,194,16,£200-500
576329,4662.17,1229,518,>£1K
576339,8425.539999999999,2175,542,>£1K
576346,91.66,46,6,£50-100
576347,8.2,2,2,<£50
576349,111.38,30,8,£100-200
576351,208.16,98,19,£200-500
576352,95.1,50,5,£50-100
576353,458.90999999999997,299,20,£200-500
576354,938.4,656,7,£500-1K
576355,1364.74,596,30,>£1K
576356,243.14000000000001,106,7,£200-500
576357,327.02,172,18,£200-500
576358,17.34,6,1,<£50
576359,1167.6,469,7,>£1K
576361,7.5,6,1,<£50
576362,657.29,315,25,£500-1K
576364,592.5600000000001,279,87,£500-1K
576365,50653.91,13956,99,>£1K
576370,558.6,336,15,£500-1K
576372,696.24,314,20,£500-1K
576374,6260.900000000001,3154,19,>£1K
576376,383.48,278,11,£200-500
576377,56.5,34,3,£50-100
576378,303.93,186,15,£200-500
576379,346.12,230,18,£200-500
576380,135.86,230,8,£100-200
576381,508.42,380,31,£500-1K
576382,32.550000000000004,9,2,<£50
576383,216.47,65,13,£200-500
576384,162.82,54,8,£100-200
576385,34.65,7,1,<£50
576386,224.66,106,2,£200-500
576387,141.4,46,8,£100-200
576388,308.48,214,20,£200-500
576389,850.5,1,1,£500-1K
576391,3153.19,690,68,>£1K
576392,332.46000000000004,114,6,£200-500
576395,61.2,12,2,£50-100
576396,242.22000000000003,103,8,£200-500
576398,205.25,47,9,£200-500
576400,452.14,288,17,£200-500
576403,108.43,103,6,£100-200
576405,483.99,166,25,£200-500
576406,616.74,491,21,£500-1K
576412,365.4,164,16,£200-500
576447,304.84000000000003,260,18,£200-500
576463,432.47,318,124,£200-500
576503,310.1,130,17,£200-500
576508,214.91,180,62,£200-500
576510,152.66000000000003,110,5,£100-200
576511,201.13,43,12,£200-500
576512,440.0,4,1,£200-500
576513,272.63,224,22,£200-500
576514,140.94,52,8,£100-200
576516,315.68,204,12,£200-500
576518,176.89,74,28,£100-200
576520,172.65,92,30,£100-200
576521,1070.4,336,14,>£1K
576538,718.08,593,52,£500-1K
576539,133.7,26,2,£100-200
576540,107.7,36,22,£100-200
576543,305.62,248,15,£200-500
576553,195.25,161,14,£100-200
576554,318.99,186,20,£200-500
576555,247.15,223,13,£200-500
576556,317.95,201,18,£200-500
576557,160.19,229,10,£100-200
576558,338.15999999999997,228,5,£200-500
576559,263.67,100,46,£200-500
576560,275.74,218,60,£200-500
576562,143.04,96,1,£100-200
576563,210.55,73,21,£200-500
576564,273.52,90,15,£200-500
576567,114.0,79,12,£100-200
576568,213.78,104,14,£200-500
576570,179.78,90,24,£100-200
576571,311.6,164,7,£200-500
576572,355.23,199,2,£200-500
576573,104.1,146,8,£100-200
576574,832.01,299,15,£500-1K
576575,333.69,124,19,£200-500
576577,180.7,98,5,£100-200
576581,570.98,286,27,£500-1K
576587,265.96,202,21,£200-500
576588,5.8100000000000005,5,3,<£50
576589,437.79,367,26,£200-500
576590,1894.01,706,60,>£1K
576591,136.32,120,2,£100-200
576592,513.33,256,94,£500-1K
576593,598.73,281,128,£500-1K
576597,1025.35,682,46,>£1K
576598,352.6,104,10,£200-500
576599,902.53,700,57,£500-1K
576600,382.8,146,44,£200-500
576601,81.54,22,6,£50-100
576604,835.97,460,19,£500-1K
576605,215.84,66,13,£200-500
576606,274.40000000000003,112,5,£200-500
576608,595.44,1152,3,£500-1K
576609,279.77,236,31,£200-500
576610,46.62,90,4,<£50
576611,382.24,151,44,£200-500
576612,5.9,2,1,<£50
576613,310.04,60,4,£200-500
576614,250.04,121,57,£200-500
576615,389.76,222,79,£200-500
576616,261.3,48,6,£200-500
576617,5046.62,1544,593,>£1K
576618,4872.67,1306,552,>£1K
576622,105.76,43,7,£100-200
576623,1301.0,1082,7,>£1K
576624,396.0,178,15,£200-500
576625,121.6,34,7,£100-200
576626,380.46999999999997,259,82,£200-500
576627,361.8,216,8,£200-500
576628,291.88,222,19,£200-500
576631,226.39999999999998,184,5,£200-500
576633,356.39,177,8,£200-500
576634,94.56,44,3,£50-100
576635,408.8,26,2,£200-500
576636,139.92000000000002,72,2,£100-200
576637,313.62,210,5,£200-500
576638,219.35,117,13,£200-500
576639,282.45,141,15,£200-500
576640,121.32000000000001,108,2,£100-200
576641,120.66,150,4,£100-200
576642,138.21,55,9,£100-200
576644,5508.5199999999995,684,234,>£1K
576645,643.96,584,39,£500-1K
576648,639.16,490,14,£500-1K
576649,148.07,125,16,£100-200
576650,1935.9,1505,92,>£1K
576651,609.07,209,27,£500-1K
576652,170.56,115,19,£100-200
576654,144.06,67,29,£100-200
576655,470.33,165,24,£200-500
576656,30.0,24,2,<£50
576658,296.76,160,23,£200-500
576659,21.0,1,1,<£50
576660,315.7,66,8,£200-500
576661,106.95,44,14,£100-200
576663,247.98000000000002,102,7,£200-500
576665,890.19,460,145,£500-1K
576666,4.2,2,1,<£50
576667,498.06,262,22,£200-500
576668,363.2,96,2,£200-500
576671,55.16,54,4,£50-100
576676,177.2,84,10,£100-200
576677,319.86,143,29,£200-500
576684,625.86,234,24,£500-1K
576686,378.18,337,93,£200-500
576687,159.13,82,48,£100-200
576688,1995.56,930,92,>£1K
576689,258.24,254,42,£200-500
576690,351.11,221,51,£200-500
576691,237.60000000000002,48,1,£200-500
576692,201.44,178,12,£200-500
576693,443.4,300,4,£200-500
576694,309.37,231,16,£200-500
576695,187.71,106,64,£100-200
576696,645.38,402,82,£500-1K
576704,167.61,34,23,£100-200
576734,184.4,96,11,£100-200
576736,356.1,174,4,£200-500
576758,273.04,112,9,£200-500
576768,1145.32,460,11,>£1K
576769,107.45,67,7,£100-200
576770,223.85000000000002,104,11,£200-500
576771,739.02,597,50,£500-1K
576772,434.5,170,3,£200-500
576774,301.1,166,13,£200-500
576775,716.0,400,3,£500-1K
576778,241.53,165,41,£200-500
576779,1219.25,756,133,>£1K
576780,370.36,155,19,£200-500
576781,178.34,190,11,£100-200
576782,340.0,4,1,£200-500
576783,475.13,235,21,£200-500
576784,405.71,231,57,£200-500
576786,238.99,153,6,£200-500
576791,256.32,288,2,£200-500
576792,295.17,459,11,£200-500
576809,305.22,186,14,£200-500
576824,408.66,150,6,£200-500
576826,49.8,36,2,<£50
576827,612.0,720,1,£500-1K
576828,62.96,19,19,£50-100
576830,292.22,156,45,£200-500
576832,263.0,161,9,£200-500
576833,226.17000000000002,397,17,£200-500
576834,389.41,193,18,£200-500
576836,462.28,322,14,£200-500
576837,6081.09,1688,585,>£1K
576838,353.98,170,20,£200-500
576840,5368.13,1332,544,>£1K
576841,110.08,34,28,£100-200
576842,295.8,226,14,£200-500
576844,1115.52,794,27,>£1K
576845,200.2,44,9,£200-500
576846,497.97,289,27,£200-500
576847,456.59999999999997,412,11,£200-500
576848,245.68,124,34,£200-500
576849,23.55,7,3,<£50
576851,245.03,149,49,£200-500
576852,294.32,194,37,£200-500
576853,93.39,57,3,£50-100
576854,42.36000000000001,36,3,<£50
576855,238.92000000000002,200,28,£200-500
576857,228.58,142,92,£200-500
576859,495.78000000000003,152,15,£200-500
576860,769.36,639,83,£500-1K
576861,220.94,340,17,£200-500
576862,290.81,125,12,£200-500
576864,206.28,181,61,£200-500
576865,103.69,45,28,£100-200
576867,285.3,122,16,£200-500
576872,277.88,111,14,£200-500
576873,109.84,161,19,£100-200
576874,171.19,65,10,£100-200
576875,370.4,160,10,£200-500
576876,411.98,188,40,£200-500
576877,6.959999999999999,24,1,<£50
576878,86.6,52,5,£50-100
576879,444.68,220,22,£200-500
576881,389.13,233,14,£200-500
576888,267.7,104,12,£200-500
576889,293.92,149,35,£200-500
576892,67.00999999999999,37,4,£50-100
576896,181.6,80,3,£100-200
576900,343.38,210,9,£200-500
576901,207.99,119,10,£200-500
576902,99.0,20,1,£50-100
576905,285.88,164,17,£200-500
576906,616.48,575,33,£500-1K
576911,349.2,342,61,£200-500
576912,411.96000000000004,228,7,£200-500
576913,55.08,60,3,£50-100
576914,93.44,144,6,£50-100
576915,25.699999999999996,22,3,<£50
576916,358.15000000000003,175,12,£200-500
576917,289.1,143,15,£200-500
576920,532.76,266,23,£500-1K
576922,7.800000000000001,20,1,<£50
576924,477.67,201,23,£200-500
576926,442.14,188,14,£200-500
576928,175.95,131,9,£100-200
576929,129.78,56,7,£100-200
576930,311.44,122,8,£200-500
576931,305.38,418,21,£200-500
576932,492.51,209,55,£200-500
576933,351.54,316,79,£200-500
576948,533.69,217,23,£500-1K
576958,13.049999999999999,9,1,<£50
576971,312.92,200,16,£200-500
576984,280.97,191,10,£200-500
576995,244.66,64,7,£200-500
577000,306.0,120,3,£200-500
577008,133.02,134,29,£100-200
577009,572.59,164,32,£500-1K
577010,464.85,475,72,£200-500
577011,30.0,24,1,<£50
577016,780.1999999999999,384,40,£500-1K
577018,163.74,82,3,£100-200
577019,211.10000000000002,88,6,£200-500
577020,365.29,193,16,£200-500
577021,2209.74,906,3,>£1K
577022,331.55,195,38,£200-500
577023,412.8,240,19,£200-500
577024,159.65,107,46,£100-200
577025,363.62,174,23,£200-500
577026,243.6,79,12,£200-500
577028,211.29999999999998,94,7,£200-500
577029,655.8199999999999,729,50,£500-1K
577030,412.56000000000006,336,8,£200-500
577031,301.64,170,15,£200-500
577032,91.8,56,4,£50-100
577033,453.45,231,55,£200-500
577034,871.54,909,91,£500-1K
577035,341.15999999999997,126,10,£200-500
577036,54.57,18,12,£50-100
577038,401.78,346,62,£200-500
577041,152.64000000000001,144,1,£100-200
577043,174.9,90,7,£100-200
577044,460.8,240,2,£200-500
577045,145.0,100,1,£100-200
577047,315.9,42,4,£200-500
577048,65.7,38,4,£50-100
577049,298.78,104,41,£200-500
577050,738.67,798,36,£500-1K
577051,177.91,116,64,£100-200
577052,397.63,150,51,£200-500
577053,612.39,321,23,£500-1K
577055,599.16,228,7,£500-1K
577056,634.95,183,23,£500-1K
577057,539.97,528,154,£500-1K
577058,421.96999999999997,357,112,£200-500
577059,237.35999999999999,102,12,£200-500
577060,131.8,92,4,£100-200
577062,162.95,197,11,£100-200
577063,447.93,195,7,£200-500
577064,295.14,562,3,£200-500
577065,146.35000000000002,53,8,£100-200
577068,9.0,30,1,<£50
577071,1166.7,481,53,>£1K
577072,99.7,22,4,£50-100
577074,243.96,284,17,£200-500
577076,161.2,100,41,£100-200
577077,524.18,409,65,£500-1K
577078,5217.83,1361,572,>£1K
577079,129.22,64,3,£100-200
577080,357.6,172,13,£200-500
577082,444.82,311,28,£200-500
577083,145.71,257,5,£100-200
577084,282.25,43,6,£200-500
577085,310.5,194,10,£200-500
577086,165.3,206,14,£100-200
577088,129.6,96,2,£100-200
577089,166.15,73,13,£100-200
577090,209.49,311,15,£200-500
577091,131.95,43,7,£100-200
577092,446.90000000000003,238,23,£200-500
577093,426.06,150,18,£200-500
577094,149.29,54,29,£100-200
577095,219.44,191,36,£200-500
577097,616.8,144,3,£500-1K
577098,472.0,130,5,£200-500
577099,312.68,190,14,£200-500
577100,59.0,20,1,£50-100
577101,130.7,66,8,£100-200
577103,88.25,25,6,£50-100
577104,312.73,83,11,£200-500
577105,186.17999999999998,118,9,£100-200
577106,336.54,272,122,£200-500
577107,851.0600000000001,348,35,£500-1K
577108,326.75,192,32,£200-500
577109,304.47,209,20,£200-500
577110,113.64,126,7,£100-200
577127,445.08000000000004,192,17,£200-500
577128,138.86,61,33,£100-200
577129,46.8,24,1,<£50
577130,165.0,1,1,£100-200
577132,184.26,30,3,£100-200
577133,51.95,57,4,£50-100
577134,340.8,68,2,£200-500
577136,170.0,40,2,£100-200
577137,325.44,96,1,£200-500
577138,17.700000000000003,6,1,<£50
577139,42.900000000000006,22,3,<£50
577140,55.6,18,3,£50-100
577141,553.14,315,27,£500-1K
577142,344.51,171,18,£200-500
577143,142.88,70,9,£100-200
577146,75.45,11,4,£50-100
577148,1253.66,586,9,>£1K
577150,7043.69,1457,94,>£1K
577155,349.40000000000003,192,17,£200-500
577156,604.73,423,34,£500-1K
577158,342.83000000000004,135,20,£200-500
577160,334.56,213,19,£200-500
577161,280.3,120,15,£200-500
577162,137.3,30,4,£100-200
577165,195.52,116,10,£100-200
577166,102.0,40,1,£100-200
577167,367.56,142,66,£200-500
577169,110.46,90,7,£100-200
577170,200.45000000000002,55,7,£200-500
577171,612.21,565,46,£500-1K
577172,115.05,74,16,£100-200
577173,579.86,488,20,£500-1K
577174,314.08,135,87,£200-500
577175,223.06,156,11,£200-500
577176,316.45,141,14,£200-500
577177,4.16,2,1,<£50
577179,92.4,16,2,£50-100
577181,1496.04,612,10,>£1K
577182,304.7,186,17,£200-500
577202,354.96000000000004,78,3,£200-500
577209,563.28,200,3,£500-1K
577217,247.36,206,31,£200-500
577218,143.14,242,10,£100-200
577230,158.53,177,44,£100-200
577231,22.5,6,2,<£50
577235,314.85,148,14,£200-500
577252,264.35,384,68,£200-500
577256,333.62,284,14,£200-500
577258,222.43,108,64,£200-500
577286,129.14,63,32,£100-200
577289,444.96000000000004,516,2,£200-500
577296,153.92,118,45,£100-200
577297,278.4,214,88,£200-500
577298,525.55,497,18,£500-1K
577300,323.1,312,35,£200-500
577302,191.67,63,38,£100-200
577303,974.8100000000001,413,40,£500-1K
577308,295.88,120,17,£200-500
577309,379.19,269,27,£200-500
577310,769.0,665,6,£500-1K
577311,110.22,38,21,£100-200
577312,738.1800000000001,422,37,£500-1K
577313,157.78,125,5,£100-200
577315,219.92,154,43,£200-500
577317,197.74,95,52,£100-200
577318,1072.73,457,24,>£1K
577319,197.63,149,66,£100-200
577320,396.65,259,25,£200-500
577321,266.91,214,10,£200-500
577322,72.0,200,1,£50-100
577324,303.01,379,22,£200-500
577325,152.64000000000001,144,2,£100-200
577328,188.7,58,2,£100-200
577329,169.06,47,16,£100-200
577331,467.57,370,45,£200-500
577332,297.65000000000003,151,12,£200-500
577333,370.14,130,17,£200-500
577334,446.94000000000005,230,4,£200-500
577335,355.98,106,5,£200-500
577336,228.99,91,14,£200-500
577337,171.85,71,37,£100-200
577338,166.08,150,8,£100-200
577341,778.6,584,44,£500-1K
577347,102.12,102,8,£100-200
577352,126.0,50,6,£100-200
577356,114.6,60,4,£100-200
577357,867.64,356,13,£500-1K
577358,5957.66,1621,561,>£1K
577359,398.81,202,61,£200-500
577361,15.0,4,1,<£50
577365,366.17,219,16,£200-500
577382,12.4,16,3,<£50
577387,4.25,1,1,<£50
577393,2068.09,806,22,>£1K
577396,478.12,204,11,£200-500
577400,571.24,328,31,£500-1K
577401,4.25,1,1,<£50
577402,786.4399999999999,248,9,£500-1K
577403,462.44,392,27,£200-500
577404,450.12,279,19,£200-500
577405,212.92,98,8,£200-500
577407,509.96,332,10,£500-1K
577408,110.95,15,9,£100-200
577409,882.86,276,17,£500-1K
577410,248.85,164,33,£200-500
577411,437.67,298,58,£200-500
577429,255.4,316,17,£200-500
577438,209.31,87,49,£200-500
577440,345.4,180,3,£200-500
577443,172.79999999999998,144,3,£100-200
577469,320.38,198,67,£200-500
577472,1051.84,484,36,>£1K
577473,369.17,303,94,£200-500
577475,439.8,263,30,£200-500
577477,155.71,85,9,£100-200
577478,190.72,126,10,£100-200
577480,996.62,539,66,£500-1K
577482,613.78,282,55,£500-1K
577483,351.13,245,84,£200-500
577484,492.94,463,23,£200-500
577485,735.84,423,147,£500-1K
577487,333.36,396,5,£200-500
577488,575.76,188,11,£500-1K
577489,81.76,43,24,£50-100
577490,316.43,272,56,£200-500
577491,125.99000000000001,49,6,£100-200
577492,125.48,236,8,£100-200
577493,220.04999999999998,159,50,£200-500
577494,35.1,18,1,<£50
577495,237.4,121,65,£200-500
577496,107.6,24,3,£100-200
577497,287.81,193,57,£200-500
577498,155.38,70,17,£100-200
577499,24.11,15,9,<£50
577500,225.36,89,56,£200-500
577501,317.56,282,17,£200-500
577503,236.3,86,46,£200-500
577504,847.8199999999999,725,198,£500-1K
577505,378.31,124,30,£200-500
577506,496.61,215,86,£200-500
577507,232.09,132,58,£200-500
577508,185.34,109,34,£100-200
577510,19.799999999999997,12,1,<£50
577511,167.62,146,46,£100-200
577514,192.19,93,11,£100-200
577515,117.74000000000001,114,6,£100-200
577516,107.7,75,33,£100-200
577517,360.05,158,52,£200-500
577518,126.7,50,8,£100-200
577519,866.97,726,66,£500-1K
577520,141.48,187,34,£100-200
577521,83.15,62,24,£50-100
577522,158.03,181,27,£100-200
577524,546.64,320,51,£500-1K
577525,161.35,133,7,£100-200
577526,554.34,318,30,£500-1K
577527,188.73,97,22,£100-200
577528,177.31,63,9,£100-200
577529,60.48,288,1,£50-100
577530,371.2,136,19,£200-500
577531,4785.89,608,198,>£1K
577532,118.98,233,32,£100-200
577533,135.11,71,23,£100-200
577534,23.79,51,5,<£50
577535,341.24,261,78,£200-500
577536,119.97,60,50,£100-200
577537,170.32,232,11,£100-200
577538,118.2,52,7,£100-200
577539,507.68,502,24,£500-1K
577540,103.09,39,24,£100-200
577541,381.7,196,21,£200-500
577542,130.04,94,25,£100-200
577543,285.56,182,20,£200-500
577544,673.21,353,71,£500-1K
577545,299.09,240,55,£200-500
577546,10.5,25,1,<£50
577548,29.4,70,6,<£50
577549,444.47,368,93,£200-500
577550,307.56,318,20,£200-500
577552,150.3,90,9,£100-200
577553,70.2,36,1,£50-100
577554,252.82999999999998,106,39,£200-500
577555,100.2,36,2,£100-200
577556,52.199999999999996,28,3,£50-100
577557,446.15999999999997,226,94,£200-500
577572,108.75,45,12,£100-200
577579,111.18,38,7,£100-200
577594,307.09,258,23,£200-500
577595,230.16,105,42,£200-500
577596,390.0,312,1,£200-500
577597,327.3,256,18,£200-500
577598,343.14,318,20,£200-500
577599,316.90000000000003,202,12,£200-500
577600,290.76,126,14,£200-500
577601,978.58,444,40,£500-1K
577602,329.04,175,16,£200-500
577603,147.04,100,12,£100-200
577604,43.2,32,3,<£50
577605,400.08000000000004,408,5,£200-500
577610,362.48,82,18,£200-500
577616,307.24,114,14,£200-500
577617,95.52000000000001,90,6,£50-100
577633,1120.11,403,48,>£1K
577646,133.68,316,11,£100-200
577669,186.01,223,7,£100-200
577680,219.01000000000002,129,7,£200-500
577689,278.45,195,20,£200-500
577690,349.39,145,43,£200-500
577691,127.61,33,20,£100-200
577694,129.4,66,12,£100-200
577695,612.01,256,52,£500-1K
577696,163.07,122,62,£100-200
577697,135.06,122,11,£100-200
577698,320.89,318,34,£200-500
577699,400.70000000000005,234,19,£200-500
577700,192.4,110,47,£100-200
577701,183.32,64,24,£100-200
577711,180.34,94,40,£100-200
577716,297.0,308,14,£200-500
577718,523.2,224,2,£500-1K
577719,1100.22,414,9,>£1K
577720,1809.7,530,8,>£1K
577721,131.66,92,11,£100-200
577723,505.6,299,79,£500-1K
577724,97.5,26,4,£50-100
577725,45.300000000000004,14,3,<£50
577726,167.92000000000002,70,6,£100-200
577727,362.76,265,5,£200-500
577728,375.27,274,46,£200-500
577729,563.28,422,34,£500-1K
577730,178.26,43,18,£100-200
577732,569.9200000000001,481,12,£500-1K
577733,149.47,138,19,£100-200
577734,132.0,54,4,£100-200
577735,388.8,428,11,£200-500
577736,110.92,67,24,£100-200
577738,216.9,54,3,£200-500
577739,60.8,40,3,£50-100
577740,427.8,200,60,£200-500
577741,467.11,201,22,£200-500
577742,456.12,224,72,£200-500
577743,145.11,64,17,£100-200
577744,368.6,104,10,£200-500
577745,461.4,404,18,£200-500
577746,383.99,377,25,£200-500
577747,5490.24,1182,14,>£1K
577748,1437.5,828,49,>£1K
577749,534.2,299,41,£500-1K
577751,264.89,137,40,£200-500
577754,2675.28,1524,34,>£1K
577755,195.36,118,11,£100-200
577756,340.11,157,21,£200-500
577757,43.62,14,8,<£50
577768,4444.83,1198,526,>£1K
577769,453.08,272,22,£200-500
577770,359.04,135,15,£200-500
577771,41.6,20,2,<£50
577772,689.52,536,22,£500-1K
577773,510.4,354,93,£500-1K
577774,385.57,209,56,£200-500
577777,8.73,4,4,<£50
577778,153.38,78,65,£100-200
577780,2.95,1,1,<£50
577782,271.59,132,85,£200-500
577783,2786.4,1644,35,>£1K
577784,119.66,147,8,£100-200
577785,701.97,532,53,£500-1K
577790,172.6,44,10,£100-200
577791,939.89,793,63,£500-1K
577792,31.85,7,2,<£50
577793,135.43,69,9,£100-200
577794,543.28,449,58,£500-1K
577795,126.31,56,26,£100-200
577796,233.9,66,11,£200-500
577797,15.0,12,1,<£50
577798,298.34,209,21,£200-500
577800,889.38,670,36,£500-1K
577801,82.5,298,9,£50-100
577802,29.5,10,1,<£50
577803,16.080000000000002,8,8,<£50
577804,189.87,92,33,£100-200
577805,1459.7599999999998,658,7,>£1K
577806,82.0,26,5,£50-100
577807,309.65,113,18,£200-500
577808,75.0,44,3,£50-100
577810,720.0,1000,1,£500-1K
577811,214.71,179,14,£200-500
577812,308.74,114,16,£200-500
577813,580.38,458,26,£500-1K
577814,120.06,122,9,£100-200
577816,1090.92,864,28,>£1K
577818,256.45,195,10,£200-500
577820,604.0,344,7,£500-1K
577822,2000.0,1600,10,>£1K
577823,392.40000000000003,216,2,£200-500
577824,301.29,97,11,£200-500
577825,144.72,59,10,£100-200
577826,161.67000000000002,144,13,£100-200
577827,276.85,83,11,£200-500
577830,174.6,124,4,£100-200
577831,266.7,190,19,£200-500
577833,145.64999999999998,58,9,£100-200
577834,542.99,325,28,£500-1K
577835,284.02,165,12,£200-500
577837,213.72,120,5,£200-500
577838,289.52,156,14,£200-500
577840,40.64,32,2,<£50
577841,205.62,86,6,£200-500
577842,787.5500000000001,177,8,£500-1K
577843,237.60000000000002,48,1,£200-500
577844,6167.53,1242,85,>£1K
577845,734.8199999999999,585,22,£500-1K
577848,44.550000000000004,9,1,<£50
577851,348.38,154,12,£200-500
577852,2232.0,480,1,>£1K
577853,117.08000000000001,44,10,£100-200
577854,189.64000000000001,88,5,£100-200
577855,242.26,175,109,£200-500
577857,221.64,336,6,£200-500
577858,396.65,63,2,£200-500
577859,238.41,111,21,£200-500
577860,269.64,200,11,£200-500
577861,351.64,236,21,£200-500
577869,302.21999999999997,318,37,£200-500
577880,206.28,138,12,£200-500
577893,279.37,159,36,£200-500
577897,322.08,48,1,£200-500
577905,291.6,96,5,£200-500
577906,22.04,76,1,<£50
577919,138.05,51,15,£100-200
577938,197.29999999999998,164,40,£100-200
577950,245.05,151,10,£200-500
577951,247.68,192,34,£200-500
577973,394.14,248,6,£200-500
577980,202.95,124,22,£200-500
577985,150.0,117,9,£100-200
578004,108.39999999999999,88,11,£100-200
578005,522.98,146,11,£500-1K
578006,388.68,267,21,£200-500
578008,209.28,127,33,£200-500
578009,114.14,58,19,£100-200
578010,204.0,100,1,£200-500
578011,292.59000000000003,204,20,£200-500
578012,59.400000000000006,12,1,£50-100
578013,111.91,113,32,£100-200
578014,149.4,36,1,£100-200
578015,291.35999999999996,408,10,£200-500
578016,496.92,257,72,£200-500
578017,255.43,120,61,£200-500
578018,714.09,431,34,£500-1K
